combo_id,window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2014-10,2015-09,149,149.0,-6.15,-4.13,20.0,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-04,2016-03,145,145.0,-7.05,-4.86,12.79,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-10,2016-09,132,132.0,-8.45,-6.4,19.34,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-04,2017-03,132,132.0,-3.04,-2.3,16.45,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-10,2017-09,154,154.0,13.96,9.06,10.68,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-04,2018-03,165,165.0,17.14,10.39,11.21,9,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-10,2018-09,160,160.0,23.2,14.5,9.46,9,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-04,2019-03,147,147.0,12.32,8.38,9.53,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-10,2019-09,139,139.0,-8.1,-5.83,14.25,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-04,2020-03,138,138.0,-2.15,-1.56,16.42,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-10,2020-09,129,129.0,15.04,11.66,9.0,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-04,2021-03,147,147.0,13.27,9.03,11.75,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-10,2021-09,154,154.0,-2.25,-1.46,14.35,6,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-04,2022-03,127,127.0,-7.74,-6.09,14.35,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-10,2022-09,128,128.0,-6.93,-5.41,23.57,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-04,2023-03,136,136.0,5.69,4.18,23.57,7,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-10,2023-09,135,135.0,17.4,12.89,7.09,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-04,2024-03,152,152.0,8.9,5.86,11.03,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-10,2024-09,156,156.0,2.15,1.38,11.0,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-04,2025-03,146,146.0,18.7,12.81,14.72,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-10,2025-09,118,118.0,19.3,16.36,14.32,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2025-04,2026-03,106,106.0,12.91,12.18,14.32,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2013-04,2014-03,136,136.0,-2.03,-1.49,11.42,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2013-10,2014-09,131,131.0,1.27,0.97,9.3,5,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2014-04,2015-03,132,132.0,-2.32,-1.76,10.17,5,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2014-10,2015-09,146,146.0,-10.25,-7.02,15.54,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-04,2016-03,150,150.0,-8.89,-5.93,14.8,3,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-10,2016-09,131,131.0,8.26,6.31,7.13,5,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-04,2017-03,131,131.0,13.83,10.56,6.18,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-10,2017-09,156,156.0,16.87,10.81,12.5,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-04,2018-03,165,165.0,28.65,17.36,12.64,9,1,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-10,2018-09,156,156.0,25.51,16.35,7.19,8,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-04,2019-03,155,155.0,3.6,2.32,9.48,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-10,2019-09,148,148.0,-17.45,-11.79,21.7,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-04,2020-03,144,144.0,-17.35,-12.05,19.36,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-10,2020-09,147,147.0,-2.76,-1.88,14.12,4,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-04,2021-03,151,151.0,9.9,6.56,11.87,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-10,2021-09,148,148.0,9.56,6.46,12.17,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-04,2022-03,141,141.0,-4.84,-3.43,11.43,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-10,2022-09,130,130.0,-13.59,-10.45,17.06,2,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-04,2023-03,132,132.0,8.3,6.29,18.92,5,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-10,2023-09,150,150.0,35.26,23.51,10.21,7,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-04,2024-03,158,158.0,24.17,15.3,10.44,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-10,2024-09,159,159.0,-1.24,-0.78,11.27,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-04,2025-03,151,151.0,11.98,7.93,11.27,4,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-10,2025-09,106,106.0,14.23,13.42,7.62,4,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2025-04,2026-03,86,86.0,7.35,8.55,7.62,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2013-04,2014-03,141,141.0,-0.04,-0.03,11.45,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2013-10,2014-09,129,129.0,3.83,2.97,9.02,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2014-04,2015-03,132,132.0,3.25,2.46,9.03,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2014-10,2015-09,147,147.0,-3.86,-2.63,11.13,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-04,2016-03,148,148.0,-9.11,-6.16,15.99,3,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-10,2016-09,136,136.0,1.23,0.9,10.22,5,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-04,2017-03,141,141.0,9.04,6.41,10.03,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-10,2017-09,162,162.0,12.83,7.92,12.47,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-04,2018-03,168,168.0,24.74,14.73,12.66,9,1,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-10,2018-09,158,158.0,18.85,11.93,7.19,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-04,2019-03,154,154.0,-0.1,-0.06,9.16,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-10,2019-09,146,146.0,-18.43,-12.62,22.4,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-04,2020-03,143,143.0,-19.16,-13.4,21.17,4,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-10,2020-09,146,146.0,0.15,0.1,12.69,4,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-04,2021-03,152,152.0,10.74,7.07,11.03,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-10,2021-09,148,148.0,2.65,1.79,13.15,8,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-04,2022-03,144,144.0,-11.96,-8.31,15.42,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-10,2022-09,136,136.0,-11.52,-8.47,16.99,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-04,2023-03,134,134.0,9.11,6.8,17.83,6,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-10,2023-09,153,153.0,34.37,22.46,9.7,8,1,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-04,2024-03,164,164.0,30.38,18.52,10.19,8,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-10,2024-09,164,164.0,3.46,2.11,10.98,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-04,2025-03,153,153.0,11.81,7.72,11.81,4,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-10,2025-09,109,109.0,10.91,10.01,9.65,4,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2025-04,2026-03,95,95.0,5.65,5.95,9.65,6,4,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-04,2014-03,149,149.0,7.81,5.24,12.6,6,5,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-10,2014-09,147,147.0,-0.89,-0.61,24.84,5,6,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-04,2015-03,136,136.0,-22.87,-16.82,32.61,4,7,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-10,2015-09,137,137.0,-5.72,-4.18,17.58,6,5,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-04,2016-03,140,140.0,19.33,13.81,7.68,8,3,True
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-10,2016-09,123,123.0,24.47,19.89,10.82,9,2,True
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-04,2017-03,115,115.0,13.69,11.9,10.27,8,3,True
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-10,2017-09,132,132.0,4.93,3.73,14.77,6,5,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-04,2018-03,135,135.0,-5.93,-4.39,18.77,4,7,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-10,2018-09,133,133.0,32.0,24.06,12.87,6,5,True
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-04,2019-03,149,149.0,49.55,33.26,7.52,8,3,True
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-10,2019-09,154,154.0,-8.66,-5.62,33.41,4,7,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-04,2020-03,132,132.0,-5.14,-3.89,31.5,5,5,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-10,2020-09,127,127.0,28.57,22.5,11.86,8,0,True
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-04,2021-03,147,147.0,11.97,8.14,13.62,6,4,True
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-10,2021-09,156,156.0,-2.63,-1.69,26.47,6,6,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-04,2022-03,152,152.0,-15.57,-10.24,22.75,4,7,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-10,2022-09,142,142.0,-19.6,-13.8,25.64,2,9,False
"AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2022-04,2023-03,138,138.0,8.94,6.48,16.44,4,6,False
